"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"IN","53007","PerryClear Creek Fire Distric","2021","8","400","Residential, other","Yes","21","47","Vehicle storage area; garage, carport","2","bloomington","in","47403","NNN","SRID=4326;POINT(-86.607352 39.164139)"
"IN","29003","CARMEL FIRE DEPARTMENT","2021","1","419","1 or 2 family dwelling","No","2","62","Heating room or area, water heater area","2","carmel","in","46033","NNN","SRID=4326;POINT(-86.086378 39.99144)"
"IN","79007","Purdue University Fire Departm","2021","5","241","Adult education center, college classroom","No","14","31","Laboratory","1","city of west lafayet","in","47907","NNN","SRID=4326;POINT(-86.912394 40.427526)"
"LA","36001","NEW ORLEANS FIRE DEPT","2021","8","700","Manufacturing, processing","Yes","8","65","Maintenance shop or area, paint shop or area","1","new orleans","la","70112","316","SRID=4326;POINT(-90.077028 29.961445)"
"KS","LY101","EMPORIA FIRE DEPARTMENT","2021","9","419","1 or 2 family dwelling","No","13","21","Bedroom - < 5 persons; included are jail or prison","2","emporia","ks","66801","","SRID=4326;POINT(-96.186288 38.402947)"
"KY","56302","Louisville Intl Airport Fire","2021","7","600","Utility, defense, agriculture, mining, other","No","0","45","Shipping/receiving area; loading area, dock or bay","1","louisville","ky","40213","","SRID=4326;POINT(-85.731592 38.165808)"
"MA","13281","SPRINGFIELD","2021","6","429","Multifamily dwellings","No","22","20","Function area, other","2","springfield","ma","01105","","SRID=4326;POINT(-72.572526 42.100271)"
"MA","05201","NEW BEDFORD","2021","1","439","Boarding/rooming house, residential hotels","No","16","21","Bedroom - < 5 persons; included are jail or prison","2","new bedford","ma","02745","","SRID=4326;POINT(-70.919901 41.682478)"
"MA","13329","WESTFIELD","2021","10","419","1 or 2 family dwelling","No","20","14","Common room, den, family room, living room, lounge","2","westfield","ma","01085","","SRID=4326;POINT(-72.697294 42.184971)"
"MA","17049","CAMBRIDGE","2021","1","439","Boarding/rooming house, residential hotels","No","8","21","Bedroom - < 5 persons; included are jail or prison","2","cambridge","ma","02139","","SRID=4326;POINT(-71.106451 42.366908)"
"MA","17049","CAMBRIDGE","2021","8","629","Laboratory or science lababoratory","Yes","5","70","Structural area, other","4","cambridge","ma","02138","","SRID=4326;POINT(-71.146493 42.389887)"
"MA","15008","AMHERST","2021","9","629","Laboratory or science lababoratory","Yes","13","31","Laboratory","2","amherst","ma","01002","","SRID=4326;POINT(-72.520586 42.340538)"
"MA","23131","HINGHAM","2021","5","419","1 or 2 family dwelling","No","20","26","Laundry area, wash house (laundry)","2","hingham","ma","02043","","SRID=4326;POINT(-70.868765 42.252615)"
"MA","21243","QUINCY","2021","6","429","Multifamily dwellings","No","20","21","Bedroom - < 5 persons; included are jail or prison","2","quincy","ma","02169","","SRID=4326;POINT(-70.998903 42.244019)"
"MA","15214","NORTHAMPTON","2021","8","549","Specialty shop","No","2","65","Maintenance shop or area, paint shop or area","2","northampton","ma","01060","","SRID=4326;POINT(-72.639286 42.312794)"
"MA","21336","WEYMOUTH","2021","1","419","1 or 2 family dwelling","Yes","6","47","Vehicle storage area; garage, carport","3","weymouth","ma","02189","","SRID=4326;POINT(-70.960904 42.161459)"
"MA","27343","WINCHENDON","2021","12","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","winchendon","ma","01475","","SRID=4326;POINT(-72.023121 42.657377)"
"MA","23264","SCITUATE","2021","9","419","1 or 2 family dwelling","No","13","24","Cooking area, kitchen","2","scituate","ma","02066","","SRID=4326;POINT(-70.771087 42.181569)"
"MA","23173","MATTAPOISETT","2021","7","419","1 or 2 family dwelling","No","3","72","Exterior balcony, unenclosed porch","5","mattapoisett","ma","02739","","SRID=4326;POINT(-70.767442 41.648421)"
"MI","04101","Ada Township FD","2021","1","215","High school/junior high school/middle school","No","12","46","Chute/container - trash, rubbish, waste",NULL,"ada","mi","49301","","SRID=4326;POINT(-85.530774 43.003559)"
"ME","A0010","Auburn Fire Department","2021","9","965","Vehicle parking area","No","13","46","Chute/container - trash, rubbish, waste",NULL,"auburn","me","04210","","SRID=4326;POINT(-70.260763 44.067566)"
"MI","04701","Brighton Area FD","2021","12","419","1 or 2 family dwelling","No","22","05","Entrance way, lobby","2","brighton","mi","48114","","SRID=4326;POINT(-83.762135 42.538652)"
"MD","16031","BELTSVILLE VFD","2021","11","891","Warehouse","No","21","40","Storage area, other","4","beltsville","md","20705","186","SRID=4326;POINT(-76.886605 39.056583)"
"MI","05011","NEW BALTIMORE FIRE DEPT","2021","4","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","4","new baltimore","mi","48047","NNN","SRID=4326;POINT(-82.732418 42.687174)"
"MI","04706","HOWELL AREA FIRE DEPARTMENT","2021","9","419","1 or 2 family dwelling","No","12","93","Courtyard, patio, porch, terrace","2","howell","mi","48843","","SRID=4326;POINT(-83.934807 42.579692)"
"MN","27105","DAYTON FIRE DEPT","2021","6","419","1 or 2 family dwelling","No","7","71","Substructure area or space, crawl space","4","dayton","mn","55327","NNN","SRID=4326;POINT(-93.517207 45.244845)"
"MI","08116","Scio Township FD","2021","6","880","Vehicle storage, other","No","20","80","Vehicle area, other","1","ann arbor","mi","48103","NNN","SRID=4326;POINT(-83.867338 42.293537)"
"MI","06335","ROYAL OAK FIRE DEPARTMENT","2021","7","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","4","royal oak","mi","48067","","SRID=4326;POINT(-83.151591 42.48498)"
"MN","27306","EDEN PRAIRIE FIRE DEPT","2021","9","419","1 or 2 family dwelling","No","17","21","Bedroom - < 5 persons; included are jail or prison","2","eden prairie","mn","55347","NNN","SRID=4326;POINT(-93.433293 44.828891)"
"MN","22101","BLUE EARTH FIRE DEPT","2021","5","881","Parking garage, (detached residential garage)","No","14","47","Vehicle storage area; garage, carport","5","township of blue ear","mn","56013","NNN","SRID=4326;POINT(-94.076953 43.604348)"
"MN","27218","MINNEAPOLIS FIRE DEPT","2021","5","419","1 or 2 family dwelling","Yes","21","21","Bedroom - < 5 persons; included are jail or prison","4","minneapolis","mn","55410","NNN","SRID=4326;POINT(-93.328698 44.925914)"
"MO","01102","St Joseph Fire Department","2021","8","419","1 or 2 family dwelling","No","9","21","Bedroom - < 5 persons; included are jail or prison","4","st joseph","mo","64507","218, 342","SRID=4326;POINT(-94.838368 39.761806)"
"MO","02406","Excelsior Springs Fire Dept","2021","7","419","1 or 2 family dwelling","No","0","14","Common room, den, family room, living room, lounge","2","excelsior springs","mo","64024","","SRID=4326;POINT(-94.2331 39.355136)"
"MN","70108","MDEWAKANTON SIOUX COMM","2021","10","419","1 or 2 family dwelling","No","4","47","Vehicle storage area; garage, carport","1","prior lake","mn","55372","NNN","SRID=4326;POINT(-93.463432 44.723565)"
"MO","10402","Dexter Fire Department","2021","4","808","Outbuilding or shed","No","17","09","Egress/exit, other","5","dexter","mo","63841","","SRID=4326;POINT(-89.962534 36.785861)"
"MT","02001","GREAT FALLS FIRE RESCUE","2021","4","331","Hospital - medical or psychiatric","No","13","33","Treatment - first aid area, surgery area","2","great falls","mt","59405","","SRID=4326;POINT(-111.260891 47.49202)"
"MO","05001","Hillsboro Fire Prot Dist","2021","10","419","1 or 2 family dwelling","No","10","47","Vehicle storage area; garage, carport","4","hillsboro","mo","63050","","SRID=4326;POINT(-90.603599 38.212732)"
"NC","07303","Timberlake Vol Fire Rescue","2021","1","419","1 or 2 family dwelling","No","22","23","Dining room, cafeteria bar area, beverage service","2","roxboro","nc","27574","","SRID=4326;POINT(-78.955618 36.333371)"
"MT","04001","Station 1","2021","3","429","Multifamily dwellings","No","12","14","Common room, den, family room, living room, lounge","1","missoula","mt","59802","","SRID=4326;POINT(-113.994569 46.879594)"
"ND","09109","Fargo Fire Department","2021","7","936","Vacant lot","No","13","46","Chute/container - trash, rubbish, waste","1","fargo","nd","58103","NNN","SRID=4326;POINT(-96.845991 46.85945)"
"MT","07018","Evergreen RFD","2021","3","000","Property Use, other","No","9","83","Engine area, running gear, wheel area","1","kalispell","mt","59901","","SRID=4326;POINT(-114.253624 48.326698)"
"NC","09204","DURHAM HIGHWAY FIRE DEPARTMENT","2021","10","419","1 or 2 family dwelling","No","15","90","Outside area, other","2","raleigh","nc","27613","","SRID=4326;POINT(-78.694739 35.911399)"
"NH","52280","Nashua Fire Rescue","2021","2","419","1 or 2 family dwelling","No","6","03","Interior stairway or ramp","2","nashua","nh","03060","","SRID=4326;POINT(-71.470055 42.730834)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","1","519","Food and beverage sales, grocery store","No","16","24","Cooking area, kitchen","1","new york city","ny","10022","NNN","SRID=4326;POINT(-73.969923 40.761435)"
"NJ","18180","Somerville Fire Department","2021","9","429","Multifamily dwellings","No","1","14","Common room, den, family room, living room, lounge","2","somerville","nj","08876","","SRID=4326;POINT(-74.610294 40.577111)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","2","429","Multifamily dwellings","No","1","14","Common room, den, family room, living room, lounge","2","new york city","ny","10456","NNN","SRID=4326;POINT(-73.901996 40.826187)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","1","500","Mercantile, business, other","Yes","0","47","Vehicle storage area; garage, carport","2","new york city","ny","11354","NNN","SRID=4326;POINT(-73.83863 40.774578)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","2","429","Multifamily dwellings","No","16","14","Common room, den, family room, living room, lounge","1","new york city","ny","11368","NNN","SRID=4326;POINT(-73.866247 40.754344)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","8","511","Convenience store","No","3","00","Other","4","new york city","ny","10022","NNN","SRID=4326;POINT(-73.96603 40.758602)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","4","429","Multifamily dwellings","No","0","14","Common room, den, family room, living room, lounge","1","new york city","ny","10451","NNN","SRID=4326;POINT(-73.927221 40.820959)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","3","429","Multifamily dwellings","No","20","14","Common room, den, family room, living room, lounge","2","new york city","ny","11418","315","SRID=4326;POINT(-73.836476 40.707469)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","7","429","Multifamily dwellings","Yes","6","43","Storage: supplies or tools; dead storage","2","new york city","ny","10025","NNN","SRID=4326;POINT(-73.964387 40.803043)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","12","500","Mercantile, business, other","No","22","10","Assembly or sales area, other","4","new york city","ny","11368","139","SRID=4326;POINT(-73.868607 40.747139)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","8","429","Multifamily dwellings","No","10","05","Entrance way, lobby","2","new york city","ny","11220","NNN","SRID=4326;POINT(-74.004465 40.63715)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","12","331","Hospital - medical or psychiatric","No","12","30","Technical processing areas, other","1","new york city","ny","10467","NNN","SRID=4326;POINT(-73.881533 40.880373)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","12","882","Parking garage, general vehicle","No","12","80","Vehicle area, other","3","new york city","ny","10016","","SRID=4326;POINT(-73.984996 40.749598)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","12","429","Multifamily dwellings","No","5","14","Common room, den, family room, living room, lounge","2","new york city","ny","11375","411, 200","SRID=4326;POINT(-73.850258 40.734609)"
"OH","15025","LISBON VOL FIRE DEPARTMENT","2021","10","419","1 or 2 family dwelling","No","10","76","Wall surface: exterior","2","lisbon","oh","44432","NNN","SRID=4326;POINT(-80.763671 40.774548)"
"OH","18027","CLEVELAND FIRE DEPARTMENT","2021","5","419","1 or 2 family dwelling","No","13","83","Engine area, running gear, wheel area","4","cleveland","oh","44101","","SRID=4326;POINT(-81.695691 41.449858)"
"OH","31059","LOVELANDSYMMES FIRE DEPARTMEN","2021","9","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","4","loveland","oh","45140","","SRID=4326;POINT(-84.294067 39.262163)"
"OH","25055","WESTERVILLE FIRE DEPARTMENT","2021","7","419","1 or 2 family dwelling","No","3","21","Bedroom - < 5 persons; included are jail or prison","4","westervilletownshi","oh","43081","","SRID=4326;POINT(-82.93378 40.12216)"
"OH","18050","LAKEWOOD FIRE DEPARTMENT","2021","9","419","1 or 2 family dwelling","No","10","21","Bedroom - < 5 persons; included are jail or prison","3","lakewood","oh","44107","NNN","SRID=4326;POINT(-81.785027 41.480842)"
"OH","30003","CAMBRIDGE FIRE DEPARTMENT","2021","6","300","Health care, detention, & correction, other","No","15","01","Corridor, mall",NULL,"cambridge","oh","43725","","SRID=4326;POINT(-81.576377 40.0277)"
"OH","44117","ROME VOL FIRE DEPARTMENT","2021","3","429","Multifamily dwellings","No","0","25","Bathroom, checkroom, lavatory, locker room","2","proctorville","oh","45669","","SRID=4326;POINT(-82.354375 38.441828)"
"OH","38017","HOLMES FIRE DISTRICT1","2021","10","419","1 or 2 family dwelling","No","13","72","Exterior balcony, unenclosed porch","1","millersburg","oh","44654","","SRID=4326;POINT(-81.911937 40.552902)"
"OH","44117","ROME VOL FIRE DEPARTMENT","2021","4","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","rometownship of","oh","45669","","SRID=4326;POINT(-82.3514 38.447382)"
"OH","44133","CHESAPEAKEUNION TWP FIRE DEPA","2021","12","215","High school/junior high school/middle school","No","10","13","Assembly area - less than 100 persons","2","chesapeke","oh","45619","","SRID=4326;POINT(-82.486197 38.42272)"
"OH","57125","HUBER HEIGHTS FIRE DEPARTMENT","2021","5","429","Multifamily dwellings","No","12","42","Closet","2","huber heights","oh","45424","","SRID=4326;POINT(-84.111296 39.852464)"
"OH","50101","AUSTINTOWN FIRE DEPARTMENT","2021","9","419","1 or 2 family dwelling","No","19","25","Bathroom, checkroom, lavatory, locker room","2","mineral ridge","oh","44440","","SRID=4326;POINT(-80.766845 41.132285)"
"OH","70009","MANSFIELD FIRE DEPARTMENT","2021","10","419","1 or 2 family dwelling","No","11","20","Function area, other","1","mansfield","oh","44907","","SRID=4326;POINT(-82.535515 40.724773)"
"OH","60149","WAYNE TWPDUNCAN FALLS FIRE DE","2021","12","881","Parking garage, (detached residential garage)","No","18","47","Vehicle storage area; garage, carport","4","duncan falls","oh","43734","NNN","SRID=4326;POINT(-81.906664 39.884827)"
"OH","52135","BRUNSWICK HILLS TWP FIRE DEPAR","2021","12","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","brunswick hillstow","oh","44212","","SRID=4326;POINT(-81.852618 41.210476)"
"OH","81001","CONVOY FIRE EMS","2021","6","419","1 or 2 family dwelling","No","12","47","Vehicle storage area; garage, carport","4","tullytownship of","oh","45832","","SRID=4326;POINT(-84.799914 40.931611)"
"OH","77111","GREEN FIRE DEPARTMENT","2021","4","700","Manufacturing, processing","No","8","45","Shipping/receiving area; loading area, dock or bay","2","uniontown","oh","44685","","SRID=4326;POINT(-81.477096 40.962258)"
"OH","77001","AKRON FIRE DEPARTMENT","2021","1","419","1 or 2 family dwelling","No","15","21","Bedroom - < 5 persons; included are jail or prison","3","akron","oh","44306","NNN","SRID=4326;POINT(-81.494521 41.04905)"
